Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-24,52.07263588692726,52.06559926833597,49.954832184679375,50.489559173583984,99931,0.0,0.0
1996-01-25,50.48956016737756,51.362011251416604,50.25034314258187,50.693599700927734,84015,0.0,0.0
1996-01-26,50.693599700927734,50.693599700927734,50.693599700927734,50.693599700927734,0,0.0,0.0
1996-01-29,50.693595261862384,51.36200675382074,50.658417773697245,50.92578125,51661,0.0,0.0
1996-01-30,50.92578654750165,51.502733268805144,50.51770747368539,50.806175231933594,85320,0.0,0.0
1996-01-31,50.80617738089652,51.854527187565445,51.08057751546345,51.74898910522461,37050,0.0,0.0
1996-02-01,51.7489731109426,53.22651140944886,51.39014486236913,53.21947479248047,375201,0.0,0.0
1996-02-02,53.21949051365641,55.864984757555966,52.90991289000958,55.639835357666016,462086,0.0,0.0
1996-02-05,55.63982712243224,56.99071771942335,54.42262106274056,55.93533706665039,257526,0.0,0.0
1996-02-06,55.935340776668085,56.568569210331944,54.17636543550861,54.76737976074219,378592,0.0,0.0
1996-02-07,54.76738113846478,55.864981599682515,53.75421449863484,55.597618103027344,76710,0.0,0.0
1996-02-08,56.287136731894215,60.339814699959696,56.005699983778044,60.03023147583008,370504,0.0,0.0
1996-02-09,60.03021914272313,62.619431091039,59.805069790486755,62.19727325439453,323800,0.0,0.0
1996-02-12,56.28712686386017,62.0565595803549,56.28712686386017,60.39609146118164,125240,0.0,0.0
1996-02-13,60.396095223319044,61.76809011140979,59.24220748766266,60.142799377441406,150810,0.0,0.0
1996-02-14,60.14280881376968,62.197288761550034,60.50867380117075,60.52274703979492,162552,0.0,0.0
1996-02-15,60.52273377382874,60.79009723706509,59.10851926458264,60.39609146118164,51400,0.0,0.0
1996-02-16,60.3960892742564,59.79803841191406,58.397891586503654,58.78486633300781,50879,0.0,0.0
1996-02-19,58.78487912839598,59.79101480878742,56.99072615084534,57.72246170043945,54010,0.0,0.0
1996-02-20,57.722446795964565,58.257173681394626,56.81481841417938,57.90537643432617,215779,0.0,0.0
1996-02-21,57.90537643432618,57.90537643432618,57.90537643432618,57.90537643432617,0,0.0,0.0
1996-02-22,57.90539121114765,59.80508226385179,58.11647297469583,59.4603271484375,80884,0.0,0.0
1996-02-23,59.46033572535341,61.0715536424501,58.96078612413169,60.79715347290039,229347,0.0,0.0
1996-02-26,60.797141223748454,61.21225690325517,57.78578218786241,58.03203582763672,167509,0.0,0.0
1996-02-27,58.03201454114272,60.50864567730124,58.96778923384402,59.91059494018555,232217,0.0,0.0
1996-02-28,59.91062763512263,60.00913471106087,59.24222157762601,59.748802185058594,121849,0.0,0.0
1996-02-29,59.748792585818975,60.22723784166683,59.10149088955831,59.46736145019531,441996,0.0,0.0
1996-03-01,59.46735116934587,59.80506959418943,59.425137066540735,59.636207580566406,98366,0.0,0.0
1996-03-04,59.636210975957304,60.43127036899948,59.382920742302915,60.086509704589844,110890,0.0,0.0
1996-03-05,60.086509704589844,60.086509704589844,60.086509704589844,60.086509704589844,0,0.0,0.0
1996-03-06,60.08651933373966,60.22724051018997,59.734727597421305,59.76990509033203,32353,0.0,0.0
1996-03-07,59.76988562454344,60.15686033014674,59.101474260101206,59.52363204956055,45399,0.0,0.0
1996-03-08,59.52364578737884,59.52364578737884,58.83412441348421,59.38996124267578,104367,0.0,0.0
1996-03-11,59.38995687094578,58.60897072020834,57.708378872765735,57.97574234008789,78536,0.0,0.0
1996-03-12,57.97575425264729,59.101495693862795,57.602852645349834,58.63009262084961,76188,0.0,0.0
1996-03-13,58.63007505022539,59.52363579801,58.151635501270825,59.33366394042969,81406,0.0,0.0
1996-03-14,59.3336710269701,60.01615574944647,58.665259540603245,58.86930465698242,85320,0.0,0.0
1996-03-15,58.869303945654366,58.92559128700937,58.57379400293988,58.7215461730957,113760,0.0,0.0
1996-03-18,58.72155546870132,59.01706545819495,58.397904605276906,59.01002883911133,224129,0.0,0.0
1996-03-19,59.01001694387628,58.6793295280282,58.1234983589072,58.4471435546875,113238,0.0,0.0
1996-03-20,58.4471435546875,58.4471435546875,58.4471435546875,58.4471435546875,0,0.0,0.0
1996-03-21,58.44715565328385,59.397003993858775,58.71452477029604,59.382930755615234,132546,0.0,0.0
1996-03-22,59.382929935778876,59.523651111463955,59.1014931868124,59.397003173828125,127067,0.0,0.0
1996-03-25,59.39698922679904,60.50865712118086,59.09444829420213,60.00911331176758,213953,0.0,0.0
1996-03-26,60.00911647966371,60.297584192744196,59.45327970192885,60.114654541015625,137765,0.0,0.0
1996-03-27,60.11465544188116,65.85594175219067,60.50866122221806,61.71179962158203,206647,0.0,0.0
1996-03-28,61.71178665128936,66.13032793733741,61.81732469204135,63.801448822021484,980271,0.0,0.0
1996-03-29,63.801469710443065,65.43379717073489,61.915851989900226,63.3300666809082,541406,0.0,0.0
1996-04-01,63.33007638072925,64.58949685861013,61.91586147311595,64.01959228515625,353022,0.0,0.0
1996-04-02,64.01957990433594,64.71613229380772,61.91584949913849,62.865692138671875,307884,0.0,0.0
1996-04-03,62.86569662438294,63.885899918219025,62.760158545793125,62.823482513427734,46704,0.0,0.0
1996-04-04,65.38453272985433,65.38453272985433,61.63440232887188,62.091732025146484,48791,0.0,0.0
1996-04-05,62.091732025146484,62.091732025146484,62.091732025146484,62.091732025146484,0,0.0,0.0
1996-04-08,62.09172778937733,63.31597584553065,62.063586924905756,62.352054595947266,48009,0.0,0.0
1996-04-09,62.35206054442855,63.28783541641285,61.28260674924785,61.493682861328125,73318,0.0,0.0
1996-04-10,61.4936875213753,62.9008654434826,61.915845379929735,62.55611038208008,350413,0.0,0.0
1996-04-11,62.55611054998037,62.76015006068092,62.33799780339624,62.64757537841797,151332,0.0,0.0
1996-04-12,65.3845285170075,65.3845285170075,62.056550543137796,62.570167541503906,50096,0.0,0.0
1996-04-15,62.57018649175253,64.7161367552346,62.90087396450947,64.43470001220703,584718,0.0,0.0
1996-04-16,64.43469775519668,65.99666462128283,64.6246696509873,65.48304748535156,192036,0.0,0.0
1996-04-17,65.48303967610094,68.67029699343699,65.99665675078026,68.3958969116211,795541,0.0,0.0
1996-04-18,68.39591719998629,70.06342243648461,67.82601261633418,68.09337615966797,428428,0.0,0.0
1996-04-19,68.52253076405283,69.23315618381514,67.96669409670581,68.1214828491211,162291,0.0,0.0
1996-04-22,68.12149235812736,69.23316584799872,66.98167800134394,67.67823028564453,198037,0.0,0.0
1996-04-23,67.67823137687843,68.9517302786342,66.77060296769486,68.0722427368164,271355,0.0,0.0
1996-04-24,68.07226922995021,70.49965108406512,68.81103591525334,70.37300872802734,356153,0.0,0.0
1996-04-25,71.766079311279,71.766079311279,64.87090635914257,67.12942504882812,329801,0.0,0.0
1996-04-26,67.12943673408624,70.21116169136828,65.43379106866279,67.53752136230469,257787,0.0,0.0
1996-04-29,67.53753198009512,66.87615701126956,65.98260162336562,66.25699615478516,175859,0.0,0.0
1996-04-30,66.25698472452713,68.2481459066248,65.60265209011102,67.27015686035156,381202,0.0,0.0
1996-05-01,67.27015712258857,69.5849635207615,68.64215756036417,69.0994873046875,195428,0.0,0.0
1996-05-02,69.09950994797325,68.95175773007351,67.83304715944865,68.53663635253906,92365,0.0,0.0
1996-05-03,68.53661835869579,68.24815061887517,67.12944034196042,67.31941223144531,74622,0.0,0.0
1996-05-06,67.31939190420816,67.00981440267687,66.13736362345097,66.22882843017578,120283,0.0,0.0
1996-05-07,66.22884767885608,67.05204798583793,66.14441946386451,66.38363647460938,163596,0.0,0.0
1996-05-08,66.38362966547729,67.30533132954247,65.79261541394872,67.19275665283203,185774,0.0,0.0
1996-05-09,66.8409658634447,66.98168140997046,66.31326995856719,66.54545593261719,92365,0.0,0.0
1996-05-10,66.5454463981782,65.71520966614301,64.58946864802193,64.80054473876953,184991,0.0,0.0
1996-05-13,64.80056169720912,65.85594802954564,63.752217585795876,65.15235900878906,344934,0.0,0.0
1996-05-14,65.1523464888356,65.70818322107024,64.8709098141344,65.5182113647461,172467,0.0,0.0
1996-05-15,65.51821877335627,68.94469877019532,67.12240519934885,68.55772399902344,429211,0.0,0.0
1996-05-16,69.51461724170754,71.06251091193822,69.23318050101008,69.4935073852539,1184570,0.0,0.0
1996-05-17,69.51461655479825,69.92973224172282,68.98692057030365,69.40907287597656,399466,0.0,0.0
1996-05-20,67.98078816322206,68.59994336263347,67.4038414700212,67.65010070800781,321973,0.0,0.0
1996-05-21,67.54455796545602,67.88931303143742,66.320309683473,67.47419738769531,379375,0.0,0.0
1996-05-22,67.47421197512867,68.21298419532604,67.55864020477198,67.7063980102539,169075,0.0,0.0
1996-05-23,67.70637673387607,67.86820212517637,67.40383020085235,67.61490631103516,209517,0.0,0.0
1996-05-24,67.61493312127031,68.92361000523358,67.50939502433164,68.2129898071289,419035,0.0,0.0
1996-05-27,68.21297416420298,68.24815165431394,67.12944136042648,67.65010070800781,594111,0.0,0.0
1996-05-28,66.98168482055068,67.1997975703332,60.930820770999674,66.99575805664062,1147520,0.0,0.0
1996-05-29,67.68528447232121,68.95174706495558,67.68528447232121,68.83917236328125,1147781,0.0,0.0
1996-05-30,68.83916264557804,69.0924528873876,67.91042428907234,68.11446380615234,555234,0.0,0.0
1996-05-31,68.11447077168421,68.49440897445334,67.9667185823861,68.22000885009766,177946,0.0,0.0
1996-06-03,68.21999641942897,69.23316851046776,68.65622189135892,68.96580505371094,607679,0.0,0.0
1996-06-04,68.965826872684,70.28153471992589,69.27540453057571,69.35983276367188,690129,0.0,0.0
1996-06-05,69.09949331764496,70.00712186973753,68.95174113530507,69.85233306884766,1215098,0.0,0.0
1996-06-06,70.07045470721627,72.22344176241442,70.07045470721627,71.47059631347656,1680316,0.0,0.0
1996-06-07,71.3368935214152,73.03254456575104,71.04138361562634,72.72296142578125,1024105,0.0,0.0
1996-06-10,73.17326311205657,75.63582708697865,72.50485168977721,74.19346618652344,2719816,0.0,0.0
1996-06-11,75.20408570790802,75.70226787056053,74.15790373302696,75.46741485595703,1369562,1.149784,0.0
1996-06-12,76.00828765183812,76.71997555805915,69.02662628835722,74.07249450683594,1846782,0.0,0.0
1996-06-13,75.15425098229586,76.00827978146452,74.94074519922643,75.73783874511719,957832,0.0,0.0
1996-06-14,75.83036830740251,76.71997965440109,75.43893908804746,76.44242095947266,1792511,0.0,0.0
1996-06-17,76.64881454628953,76.86232037787029,75.26102097412237,75.46741485595703,1134474,0.0,0.0
1996-06-18,75.16136136362162,77.0046364692863,74.9051555819743,76.50645446777344,1777899,0.0,0.0
1996-06-19,75.72361156776876,76.00828786443171,74.65607687200556,74.9763412475586,465478,0.0,0.0
1996-06-20,74.58491662335354,75.29660457522301,72.88398202170306,75.07598114013672,524707,0.0,0.0
1996-06-21,74.44255797747917,75.01191047069952,73.97996403526686,74.1009521484375,201168,0.0,0.0
1996-06-24,74.22905807971642,74.22905807971642,73.34656447887734,73.78781127929688,241610,0.0,0.0
1996-06-25,74.14365676015862,74.14365676015862,72.48542247949504,72.82703399658203,370765,0.0,0.0
1996-06-26,72.59219847636884,73.23271602461594,71.88051042268559,72.37869262695312,233261,0.0,0.0
1996-06-27,71.88049843031297,73.1615389799741,71.88049843031297,73.04766845703125,202733,0.0,0.0
1996-06-28,73.01918087680976,74.40697400806309,72.73450463618208,73.3180923461914,327974,0.0,0.0
1996-07-01,73.05478386181842,73.58854838014942,72.37867836067144,72.7060546875,196471,0.0,0.0
1996-07-02,72.7345118218408,74.30022846652953,72.37867073606944,73.94438171386719,476698,0.0,0.0
1996-07-03,71.88048684947766,73.4390801724501,71.31113432649316,72.97648620605469,802585,0.0,0.0
1996-07-04,72.66335679788396,75.1542617346633,72.37868049076559,74.26465606689453,996187,0.0,0.0
1996-07-05,74.86957563302371,75.79477492684578,74.34292878392007,74.84822845458984,863640,0.0,0.0
1996-07-08,76.15061504389254,76.15061504389254,74.86957467921285,75.60261535644531,308927,0.0,0.0
1996-07-09,75.43893399848145,76.43529818654774,75.18984578491059,75.90864562988281,686477,0.0,0.0
1996-07-10,75.29658726319474,75.8659340936522,74.37139370517211,75.36775207519531,229608,0.0,0.0
1996-07-11,75.59549777847694,76.07232698287261,75.48162727192111,75.73783874511719,154463,0.0,0.0
1996-07-12,75.73783912676618,76.3498860189742,75.65243341297348,75.9228744506836,196471,0.0,0.0
1996-07-15,75.31793912710849,75.95134452818661,75.31082151208737,75.73783874511719,111151,0.0,0.0
1996-07-16,75.79478181014173,75.94423474031542,74.7485999651428,75.15425872802734,204821,0.0,0.0
1996-07-17,75.3677694635203,78.28569176857313,75.3677694635203,77.98678588867188,986533,0.0,0.0
1996-07-18,78.2856817256075,80.38516289936992,78.2856817256075,79.17529296875,468088,0.0,0.0
1996-07-19,81.13242959300432,81.13242959300432,78.4636016481372,79.2464599609375,510617,0.0,0.0
1996-07-22,80.2784063301758,80.2784063301758,78.58458963819157,79.26780700683594,119239,0.0,0.0
1996-07-23,79.17528353917227,79.49554218850768,74.76281592550967,75.64530944824219,493658,0.0,0.0
1996-07-24,75.51010464480225,76.56340409342558,73.23269997208497,74.80553436279297,640816,0.0,0.0
1996-07-25,74.72725167229608,75.58128061153542,74.16501666232497,74.32870483398438,229869,0.0,0.0
1996-07-26,74.01556795750311,74.69167353138639,73.50315056464389,74.2433090209961,207430,0.0,0.0
1996-07-29,74.15788321528402,74.94074149240981,71.8947197599352,72.79144287109375,346239,0.0,0.0
1996-07-30,72.4498411459358,72.58505883164779,67.18334434663963,71.48905944824219,572194,0.0,0.0
1996-07-31,72.44984058381665,73.44619901536228,70.03010082101099,72.99072265625,686216,0.0,0.0
1996-08-01,72.87685323990938,73.58854108274002,70.06568427731648,70.27919006347656,720135,0.0,0.0
1996-08-02,69.78100861239433,70.59944935540778,67.9021508776108,70.28630828857422,1023062,0.0,0.0
1996-08-05,70.45710676797961,71.16879454340697,69.74541899255226,70.76313018798828,360850,0.0,0.0
1996-08-06,70.59944298254521,72.30749479935791,70.17243144506467,71.53887176513672,565671,0.0,0.0
1996-08-07,71.56737122574226,72.9338120995598,70.92684799306106,71.20440673828125,280487,0.0,0.0
1996-08-08,72.15092502479884,72.15092502479884,70.91970236767165,71.09762573242188,121327,0.0,0.0
1996-08-09,71.02646688004494,71.73815473187474,70.47846717746707,71.19015502929688,327713,0.0,0.0
1996-08-12,71.31113844218295,71.45347941458964,70.45711527530749,71.24708557128906,147679,0.0,0.0
1996-08-13,70.74179032534381,71.38230768938277,70.03010247633685,70.28630828857422,522620,0.0,0.0
1996-08-14,70.52828884992319,70.52828884992319,69.46075417769067,69.77389526367188,169597,0.0,0.0
1996-08-15,69.77389526367188,69.77389526367188,69.77389526367188,69.77389526367188,0,0.0,0.0
1996-08-16,70.0301065796614,70.0301065796614,66.32932614784804,66.84174346923828,416948,0.0,0.0
1996-08-19,65.48952931354222,66.32220529507437,64.33659464685721,64.66397094726562,239523,0.0,0.0
1996-08-20,64.76360742417803,66.03752446161236,64.41487830207112,65.78131866455078,372852,0.0,0.0
1996-08-21,67.3256913287743,68.74906713134256,66.90579733709086,68.3861083984375,320408,0.0,0.0
1996-08-22,68.99815201623622,70.13685137642634,68.03737035799809,69.76676940917969,638467,0.0,0.0
1996-08-23,69.17608296428087,70.84855275124988,69.17608296428087,70.30767059326172,282574,0.0,0.0
1996-08-26,70.31477925940223,70.72043799281323,70.1724382884336,70.44999694824219,204299,0.0,0.0
1996-08-27,70.20091079160835,71.59581607957709,69.82371117439212,71.23997497558594,507747,0.0,0.0
1996-08-28,71.31113437766086,71.66698112150422,70.03009970036284,71.44635772705078,210039,0.0,0.0
1996-08-29,71.34672150460798,71.73103303607144,70.8841218771337,70.96240997314453,138025,0.0,0.0
1996-08-30,71.16880499520198,72.8412689629723,71.16880499520198,72.48542785644531,727180,0.0,0.0
1996-09-02,73.87321345875814,74.44256030287288,72.02282063143576,73.7237548828125,596720,0.0,0.0
1996-09-03,73.87320849732899,74.30022001845903,69.92334059309549,70.87699890136719,731355,0.0,0.0
1996-09-04,70.88413424946927,72.28615727244252,70.45712262150923,71.83068084716797,417208,0.0,0.0
1996-09-05,72.4285042046455,73.17577461491176,71.95167489207795,72.57795715332031,608462,0.0,0.0
1996-09-06,72.6348792558742,73.0049555856204,71.73815605944652,71.9943618774414,259092,0.0,0.0
1996-09-09,71.59580733252314,71.88048358107116,68.46437993227613,68.9554443359375,921042,0.0,0.0
1996-09-10,68.03738805663629,68.49998213569357,66.89868840023502,67.2047119140625,1126646,0.0,0.0
1996-09-11,71.16880001872899,71.16880001872899,65.83113845892932,66.27950286865234,1398524,0.0,0.0
1996-09-12,65.90231987023726,66.58553735372156,64.33660298407118,65.4397201538086,1550378,0.0,0.0
1996-09-13,65.7599773974101,65.90231838397425,64.83478365231007,64.94865417480469,640033,0.0,0.0
1996-09-16,63.624892366176695,64.29388004583517,63.34022182184061,63.81705093383789,724832,0.0,0.0
1996-09-17,64.19426294768964,65.2546800093898,64.05192763525825,64.57145690917969,1119601,0.0,0.0
1996-09-18,64.77784822819929,69.01951101323044,64.77784822819929,68.59961700439453,1224230,0.0,0.0
1996-09-19,68.32205738491155,69.16185105804428,65.47530570223502,65.70304107666016,1570991,0.0,0.0
1996-09-20,65.72438012771072,66.89866750041327,64.51451034985612,65.24755096435547,935915,0.0,0.0
1996-09-23,64.47892215068755,65.90229756533205,64.47892215068755,65.42546844482422,743618,0.0,0.0
1996-09-24,65.33297636411348,65.9023290688973,64.33661196418811,65.00559997558594,813022,0.0,0.0
1996-09-25,65.47530063194833,66.74210582600516,65.33295965870214,65.57493591308594,456868,0.0,0.0
1996-09-26,65.56781373123889,65.75996666478011,64.77072587076029,65.18350219726562,239001,0.0,0.0
1996-09-27,64.78495594825601,64.90594406798283,63.49680365451643,64.10885620117188,391377,0.0,0.0
1996-09-30,63.48256435592519,64.61414604974142,62.35809460967455,63.745887756347656,857639,0.0,0.0
1996-10-01,63.77437555360106,64.05193425840031,61.38310012249277,62.393699645996094,583153,0.0,0.0
1996-10-02,62.39369964599609,62.39369964599609,62.39369964599609,62.393699645996094,0,0.0,0.0
1996-10-03,62.84205479106383,63.11961345455551,61.205167604550525,61.923973083496094,564367,0.0,0.0
1996-10-04,61.78163489550684,62.32251696659486,57.58979034423828,57.58979034423828,1383651,0.0,0.0
1996-10-07,55.7963489435159,56.65037223507064,54.23063768670156,56.2518310546875,1222403,0.0,0.0
1996-10-08,55.23409569168595,58.06661705208659,54.79996657283806,57.26952362060547,1211706,0.0,0.0
1996-10-09,57.62536874960364,58.21606835968009,55.668223294208204,56.62188720703125,1999680,0.0,0.0
1996-10-10,56.650380723637056,58.778332988814455,56.223369013875704,58.52212142944336,1742414,0.0,0.0
1996-10-11,58.77831004989926,60.92049104700304,57.789063619340794,60.18745040893555,2831489,0.0,0.0
1996-10-14,59.639455009882894,60.35114285486314,59.070102467142284,59.81026077270508,1484105,0.0,0.0
1996-10-15,59.710617218804735,61.347498468705254,58.89217659385448,60.65715789794922,1568121,0.0,0.0
1996-10-16,60.35114285486314,61.0841835452803,59.497119707643265,59.81026077270508,843810,0.0,0.0
1996-10-17,59.44019733022555,59.78180326298285,58.358427264668606,59.6252326965332,1427225,0.0,0.0
1996-10-18,59.78177116976668,60.20878827353512,59.36899495862057,59.675018310546875,803368,0.0,0.0
1996-10-21,59.675018310546875,59.675018310546875,59.675018310546875,59.675018310546875,0,0.0,0.0
1996-10-22,60.344017478466974,62.130357309755546,60.344017478466974,61.65352249145508,1164740,0.0,0.0
1996-10-23,62.2015280478575,63.6249036904364,61.198052016656256,63.14095687866211,963833,0.0,0.0
1996-10-24,63.0626699195267,63.340228546578736,60.208801224414216,60.77103042602539,1064287,0.0,0.0
1996-10-25,60.635815532768724,61.48983862937657,60.1518687335649,61.27633285522461,711003,0.0,0.0
1996-10-28,61.56100792853633,62.02360754158336,61.226514044278765,61.39731979370117,519749,0.0,0.0
1996-10-29,61.34751532870484,61.34751532870484,58.78543987111765,59.2978515625,1056720,0.0,0.0
1996-10-30,59.2978515625,59.2978515625,59.2978515625,59.2978515625,0,0.0,0.0
1996-10-31,56.93503383222788,59.781784957150215,56.93503383222788,59.02739715576172,1198660,0.0,0.0
1996-11-01,60.07358207881809,60.635816986573445,58.72849453603277,59.02028274536133,2094915,0.0,0.0
1996-11-04,59.539817573648214,59.539817573648214,57.64672468781775,58.0737419128418,1106556,0.0,0.0
1996-11-05,57.64672989448707,58.57192357630307,55.23410757285668,55.99561309814453,2093611,0.0,0.0
1996-11-06,56.223344527388754,56.614773646491734,54.51529276534411,56.15217971801758,1943322,0.0,0.0
1996-11-07,56.365696439015,57.21971965263866,56.145073019910015,57.07026672363281,1091683,0.0,0.0
1996-11-08,56.94215538193265,57.84600181667329,56.93503776693268,57.58979034423828,665081,0.0,0.0
1996-11-11,56.22334807502783,60.635815877639835,56.22334807502783,59.81737518310547,1473929,0.0,0.0
1996-11-12,59.81737518310547,59.81737518310547,59.81737518310547,59.81737518310547,0,0.0,0.0
1996-11-13,58.50075162556863,59.881427197951325,58.216075373496324,59.582515716552734,1181178,0.0,0.0
1996-11-14,59.49712439417456,59.689277350678324,57.36206069105692,57.86023712158203,2092306,0.0,0.0
1996-11-15,57.74637388625432,58.85660296276927,57.2197213112809,58.3299560546875,2843491,0.0,0.0
1996-11-18,58.50788584575592,59.070115227916915,57.71790973040807,58.0666389465332,2160145,0.0,0.0
1996-11-19,58.14492703718691,58.14492703718691,56.36570970121128,57.18415069580078,3078318,0.0,0.0
1996-11-20,56.79270473939639,56.79270473939639,54.88538218429273,55.184288024902344,2177366,0.0,0.0
1996-11-21,55.36931882302108,55.903083202145126,53.099032307915294,53.760902404785156,2982300,0.0,0.0
1996-11-22,53.09903715456041,53.106154769183746,50.0031978061763,50.038780212402344,8102568,0.0,0.0
1996-11-25,49.10647356039688,50.95686085874616,47.46959205286551,50.13842010498047,6186120,0.0,0.0
1996-11-26,50.10283713651915,52.18096543306123,47.69021492692305,48.892967224121094,7080810,0.0,0.0
1996-11-27,47.39841977987046,47.46959026309009,45.46974445305679,45.59073257446289,4001448,0.0,0.0
1996-11-28,45.989276860052506,46.24548265214197,44.637068919898,45.15660095214844,3471783,0.0,0.0
1996-11-29,45.83271204925333,46.11027073696152,44.978685971715635,45.25624465942383,2217286,0.0,0.0
1996-12-02,45.04984795868294,45.903873874975616,42.089226293372484,42.25291442871094,6451474,0.0,0.0
1996-12-03,39.854520784254674,42.53046876245035,39.854520784254674,41.6408576965332,5986256,0.0,0.0
1996-12-04,40.56622417185592,42.45931468987812,39.854536177618776,42.124820709228516,7629522,0.0,0.0
1996-12-05,41.712030700088796,44.8292227600395,41.633742609445555,43.89691162109375,15131195,0.0,0.0
1996-12-06,44.24564478294492,44.93598264355218,44.025021372167814,44.338165283203125,7782420,0.0,0.0
1996-12-09,44.41644315831308,44.58013128528811,43.092702914021885,43.36314392089844,10304199,0.0,0.0
1996-12-10,43.000190160061294,44.2669924681146,42.77244914582902,43.53395462036133,9189294,0.0,0.0
1996-12-11,43.697641279715675,46.58709538245105,43.42720025123596,46.487457275390625,10274194,0.0,0.0
1996-12-12,46.117389593995284,47.38419492921019,45.121025337813506,45.27048110961914,11381011,0.0,0.0
1996-12-13,45.14237325963075,45.26336139469416,43.41297112379096,44.77229690551758,16269061,0.0,0.0
1996-12-16,45.40569821709112,47.91084106703447,45.40569821709112,47.889488220214844,15003084,0.0,0.0
1996-12-17,48.11011069216821,50.04590375795319,47.41265804600479,49.455204010009766,19226052,0.0,0.0
1996-12-18,50.30211329623266,50.95686596485439,47.29879102638555,48.68658447265625,18288050,0.0,0.0
1996-12-19,47.89660014178619,48.92854661111819,47.47670337260392,48.1599235534668,21649465,0.0,0.0
1996-12-20,48.82179171038382,49.9604910203872,48.501533060716355,48.878726959228516,15846373,0.0,0.0
1996-12-23,49.09224254794814,49.17764827174823,47.868142953207645,48.2951545715332,8506470,0.0,0.0
1996-12-24,48.152810145708806,48.65810983582649,46.473228589129235,47.93930435180664,8914547,0.0,0.0
1996-12-25,47.93930435180664,47.93930435180664,47.93930435180664,47.93930435180664,0,0.0,0.0
1996-12-26,48.323613859017684,49.96049532057891,48.20262573644773,49.626007080078125,6925564,0.0,0.0
1996-12-27,49.626007080078125,49.626007080078125,49.626007080078125,49.626007080078125,0,0.0,0.0
1996-12-30,49.626007080078125,49.626007080078125,49.626007080078125,49.626007080078125,0,0.0,0.0
1996-12-31,49.988964903441264,50.102835408932926,47.718678075453454,48.0175895690918,6803976,0.0,0.0
1997-01-01,48.82180183484076,51.383877230383256,48.679466516657385,51.29847717285156,11680284,0.0,0.0
1997-01-02,51.66854766277899,51.66854766277899,50.24517197511025,50.7789421081543,12850766,0.0,0.0
1997-01-03,50.245176421968054,51.23442300913166,50.12418828776126,51.035152435302734,7998983,0.0,0.0
1997-01-06,50.52984718211231,51.27711741899271,49.9747298822448,50.316341400146484,5613143,0.0,0.0
1997-01-07,50.209593647540274,50.209593647540274,48.572712040358915,48.95702362060547,11466070,0.0,0.0
1997-01-08,49.746984406718816,50.8145188876534,49.42672576250556,49.76833724975586,5246291,0.0,0.0
1997-01-09,49.76834115710908,50.17400553842915,49.248806271098836,49.61177062988281,5631407,0.0,0.0
1997-01-10,50.10284424038893,51.22730859671098,49.97473848240733,50.89281463623047,9725743,0.0,0.0
1997-01-13,50.5298545289652,50.5298545289652,49.7185313061535,50.24517822265625,4230535,0.0,0.0
1997-01-14,50.52985057839088,50.77182683655799,48.828916156432236,49.31998062133789,6508876,0.0,0.0
